user,created_at,location,coordinates,tweet_text
Love_Chihuahua,2016-06-02 0:18,"New Jersey, USA",,RT @roxyloveslucy: @KyleWRowley @Love_Chihuahua . One word for @PGATOUR Mexico: #Zika
,,,,
Muhdiogo,2016-06-02 0:18,"Compton, CA",,Toma no c\xc3\xba Luciano q zika da porra
,,,,
gouveiava,2016-06-02 0:18,Brazil,,RT @MicrobesInfect: Will #Zika return to the \xe2\x80\x98Old World\xe2\x80\x99? - commentary by @PeterHotez https://t.co/rPGPHJCe9S #ZikaVirus https://t.co/gJbg2\xe2\x80\xa6
,,,,
Iinchpins,2016-06-02 0:18,bornonefreekiss \xe2\x99\xa1,,triste pelo virus do dab  na coreia qui\xc3\xa7\xc3\xa1 pior que o proprio zika virus
,,,,
mdkerwood,2016-06-02 0:18,,,RT @PIX11News: Mom with Zika virus flew to US to give birth: Doctors https://t.co/lcx5hhTo1s
,,,,
blankenship4tx,2016-06-02 0:18,"Killeen, TX",,RT @thinkprogress: 2 million U.S. pregnant women could be at risk of Zika. Congress is twiddling its thumbs. https://t.co/iZH3n1egc5 https:\xe2\x80\xa6
,,,,
DocKafe303,2016-06-02 0:18,"Denver, CO",,"RT @ASAMorg: ""Give us the funding we need to fight public health challenges like Zika and the #OpioidEpidemic"" - @POTUS message to Congress\xe2\x80\xa6"
,,,,
OregonianSports,2016-06-02 0:18,"Portland, Ore.",,Detroit Tigers pitcher Francisco Rodriguez warns Olympic athletes about dangers of Zika virus https://t.co/vvnUgVOtM9
,,,,
Biobust,2016-06-02 0:17,"Bogot\xc3\xa1, Colombia",,Virus Zika: repelentes recomendados para evitar la picadura del mosquito. https://t.co/Sj6ZIOV5dE
,,,,
mdkerwood,2016-06-02 0:17,,,RT @theresawinslow2: #WORLDNEWSTONIGHTDAVIDMUR A BABY BORN IN HONDURAS WITH ZIKA SHOULD NOT HAVE BEEN BROUGHT TO USA IN THE FIRST PLACE. WE\xe2\x80\xa6
,,,,
garackasecas,2016-06-02 0:17,,,"@DTlalpan cami\xc3\xb3n abandonado, 4 semanas en parque toriello entre luis Inclan y ajusco. Basura en techo, riesgo p/zika https://t.co/cuDo8ZzUZo"
,,,,
CeleryCaraway,2016-06-02 0:17,,,RT @CMichaelGibson: MIT Just Developed A Super-Cheap Paper Zika Test That Quickly Detects Viruses Genome  https://t.co/PrGXhVzlgV
,,,,
Fatfartrunning,2016-06-02 0:17,The Point Of Know Return,,RT @SportsDailyKFH: Detroit Baseball Player Says Zika May Have Made Him Sick For Weeks https://t.co/5esOIrZtEj #kfhradio
,,,,
LeninSoriano,2016-06-02 0:17,Chinandega ,,RT @elnuevodiario: Aumenta cantidad de enfermos de zika en #Nicaragua\nhttps://t.co/AM70TIiPex https://t.co/HNs2dWh2V4
,,,,
JorDanyS147,2016-06-02 0:17,\xc5\xa0wagger!\xc3\x90ominican\xc3\x98,,#LoMasVisto Las infecciones con el Zika a trav\xc3\xa9s de las relaciones sexuales son m\xc3\xa1s comun... https://t.co/Y5KSQNpYOe #CadenaDeSeguidores
,,,,
el_socio_38,2016-06-02 0:17,,,( #TeamYamita ) Las infecciones con el Zika a trav\xc3\xa9s de las relaciones sexuales son m\xc3\xa1s comun... https://t.co/KljgFWhrL6 Entra A eL Link
,,,,
MattMurph24,2016-06-02 0:17,"Norfolk, VA",,Do you ask the same questions about the Republicans in Congress on recess while the Zika virus goes unfunded? https://t.co/djIUGGRwqQ
,,,,
Chris23torres,2016-06-02 0:17,,,"RT @NBCOlympicTalk: Rory McIlroy: If I get Zika, it's not the end of the world https://t.co/HC8wPRSfXZ https://t.co/q6wJvFVamg"
,,,,
AndreaNavas_Al,2016-06-02 0:17,,,RT @NACCHOalerts: Two shareable graphics to help explain the #ZikaFunding dilemma. Read more: https://t.co/B7NsnESbH7 #KeepPhepLocal https:\xe2\x80\xa6
,,,,
EugeniaGmz3,2016-06-02 0:17,Tabasco,,"Las infecciones con el Zika a trav\xc3\xa9s de las relaciones sexuales son m\xc3\xa1s comunes de lo que se pensaba, seg\xc3\xban l... https://t.co/o6fvnvkXz2"
,,,,
hniman,2016-06-02 0:17,"Pittsburgh, PA USA",,#Zika map updated with 2 Quebec Canada cases (total = 20) #microcephaly https://t.co/IH2JirzLSM
,,,,
wlucioparedes,2016-06-02 0:17,,,RT @AgenciaTelam: Omar Sued: \xe2\x80\x9cAumentaron los casos de zika en Argentina\xe2\x80\x9d https://t.co/dbgJFWNKlD https://t.co/MT6rAsR54K
,,,,
AlexBrmdz_9,2016-06-02 0:17,Tabasco,,"Las infecciones con el Zika a trav\xc3\xa9s de las relaciones sexuales son m\xc3\xa1s comunes de lo que se pensaba, seg\xc3\xban l... https://t.co/XRNzCfEMpR"
,,,,
taq,2016-06-02 0:17,"S\xc3\xa3o Jos\xc3\xa9 do Rio Preto, SP, Bra",,WHO warned there will be more Zika cases if Olympics go ahead https://t.co/IhMLyG44U6
,,,,
DrJuanCarlosRey,2016-06-02 0:17,"Danville, VA",,LDS leaders OK slacks for Mormon women on missions where Zika virus is a threat\nhttps://t.co/jzJyIfdEqC
,,,,
camilafelixcb,2016-06-02 0:17,,,RT @AneilsonBeta: Estudos de zika t\xc3\xaam redu\xc3\xa7\xc3\xa3o no prazo para libera\xc3\xa7\xc3\xa3o de testes em humanos: Fiocruz dever\xc3\xa1 liberar concess\xc3\xa3o em... https://\xe2\x80\xa6
,,,,
luisbergante,2016-06-02 0:17,,,U.S. Sees Second Zika Birth https://t.co/URgwLr6irE
,,,,
nuhcarewatusay,2016-06-02 0:17,,,RT @TMZ: Detroit Tigers Pitcher -- I Contracted Zika Virus ... It Sucked https://t.co/MW3lpYo4Ia
,,,,
Gloria_cadenas,2016-06-02 0:17,Veracruz,,"Las infecciones con el Zika a trav\xc3\xa9s de las relaciones sexuales son m\xc3\xa1s comunes de lo que se pensaba, seg\xc3\xban l... https://t.co/yfJwxgB6V4"
,,,,
chematlien,2016-06-02 0:17,"Atlanta, GA",,RT @sciam: People returning from Zika-affected areas should follow safe sex practices or abstain from sex for at least 8 weeks https://t.co\xe2\x80\xa6
,,,,
TechBulletin,2016-06-02 0:17,,,U.S. Sees Second Zika Birth https://t.co/7BdGkeNWEu
,,,,
mxonica,2016-06-02 0:17,,,RT @DrJulieAC: 2nd case of baby born w/ #Zika in the U.S. \nBaby with Zika-related microcephaly born in NJ @CNN https://t.co/1NAzdYT6Xc
,,,,
rthumo,2016-06-02 0:17,"Guanare, Venezuela",,"Las infecciones con el Zika a trav\xc3\xa9s de las relaciones sexuales son m\xc3\xa1s comunes de lo que se pensaba, seg\xc3\xban l... https://t.co/F1d6FnhKOi"
,,,,
hniman,2016-06-02 0:16,"Pittsburgh, PA USA",,Quebec Canada #Zika Cases Increase To 20 #microcephaly Map Update https://t.co/bGk1d7PIFo
,,,,
curiosodestino,2016-06-02 0:16,,,Study strengthens suspected link between Zika and paralysis https://t.co/UQweUk0Tq1 https://t.co/zCp7PU7Pyx
,,,,
pessoafernando4,2016-06-02 0:16,,,RT @Estadao: Nasce nos EUA 1\xc2\xba beb\xc3\xaa com microcefalia associada ao zika https://t.co/KuL5oJ6czb
,,,,
antedegm0n,2016-06-02 0:16,"Bras\xc3\xadlia, Distrito Federal",,RT @Mancuello_CRF: Come\xc3\xa7ou a zika do cartola \xf0\x9f\x98\x82
,,,,
Paulinhohenrss,2016-06-02 0:16,,,RT @Mancuello_CRF: Come\xc3\xa7ou a zika do cartola \xf0\x9f\x98\x82
,,,,
Mary_Miskanis,2016-06-02 0:16,Chicagoland area,,RT @CDCgov: A1. Zika is spread by the same mosquitoes that spread chikungunya and dengue. #CombatZika
,,,,
PWApn,2016-06-02 0:16,USA,,"@PWAPN | Iowa counties are spraying for mosquitoes to stop West Nile, Zika viruses: The\xe2\x80\xa6 https://t.co/xgDu7TR4uM"
,,,,
radionrgdj,2016-06-02 0:16,Argentina,,SOUND RADIO PRODUCTIONS ARGENTINA - NO AL ZIKA
,,,,
PWApn,2016-06-02 0:16,USA,,@PWAPN | Woodbridge attacks potential Zika breeding sites: Department of Public Works have\xe2\x80\xa6 https://t.co/guSJC2prHX
,,,,
lluzsilva,2016-06-02 0:16,,,@Oledobrasil @SantaCruzFC Merece ser bloqueado depois dessa Zika  \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82
,,,,
blckdetroit,2016-06-02 0:16,"Detroit, MI",,"Second Baby Born In U.S. With Zika-Related Birth Defects: The woman, who asked to remain unidentified, delivered by\xe2\x80\xa6 https://t.co/vJg1imbEHH"
,,,,
NSFW_Sportz,2016-06-02 0:16,"Oxford, MS",,Detroit Tigers Pitcher Fransisco Rodriguez Contracted The Zika Virus.
,,,,
MyInfoLaura1,2016-06-02 0:16,,,RT @joeyyeo13: ..Limbaugh on Obama setting up Zika $cam https://t.co/iWagXoNwQe via @YouTube https://t.co/YgMbtIqwUU
,,,,
DCConsumer4,2016-06-02 0:16,,,"RT @ASAMorg: ""Give us the funding we need to fight public health challenges like Zika and the #OpioidEpidemic"" - @POTUS message to Congress\xe2\x80\xa6"
,,,,
KyleWRowley,2016-06-02 0:16,Arizona,,RT @roxyloveslucy: @KyleWRowley @Love_Chihuahua . One word for @PGATOUR Mexico: #Zika
,,,,
_DoloAsFuck,2016-06-02 0:16,Where the Wild Things are,,RT @TMZ: Detroit Tigers Pitcher -- I Contracted Zika Virus ... It Sucked https://t.co/MW3lpYo4Ia
,,,,
PatricioSmith,2016-06-02 0:16,"Santiago, R.M., Chile",,RT @LaRazon_Bolivia: #Brasil se acerca a los 1.500 casos de microcefalia relacionados con #zika https://t.co/q8UioRION2 https://t.co/j4Hq95\xe2\x80\xa6
,,,,
Georgelj,2016-06-02 0:16,"Lonehill, Johannesburg, South ",,The latest A Brave New World Order!! https://t.co/14H8098fd0 #decision2016 #zika
,,,,
KyleWRowley,2016-06-02 0:16,Arizona,,Haha!\n#Zika\n#Rape\n#Murder\n#Kidnapping\nPICK ONE! (Or 2!)\n#BoycottPGA\n#MakeAmericaGreatAgain  https://t.co/BcqV4doRPg
,,,,
fifineasmike1,2016-06-02 0:16,"Alabama, USA",,The latest on Zika and the Olympics https://t.co/Gz9304k4cG
,,,,
MaliykaisHealth,2016-06-02 0:16,Brooklyn,,RT @FORDHealthWonk: Interim Guidance for Interpretation of Zika Virus Antibody Test Results | MMWR https://t.co/A8hvF4fcLZ via @CDCgov
,,,,
Zudaheda,2016-06-02 0:16,"Jacksonville, FL",,RT @FoxNews: First baby born with Zika-linked microcephaly in New York tri-state area  https://t.co/lETkhOoqxI  @foxnewshealth https://t.co\xe2\x80\xa6
,,,,
hanscot873,2016-06-02 0:16,,,RT @XHNews: China provides #Venezuela with much-needed medicine against #Zika https://t.co/KLoEEFkkOv https://t.co/RamBiowVfr
,,,,
SalaDePrensa_MX,2016-06-02 0:16,,,"Las infecciones con el Zika a trav\xc3\xa9s de las relaciones sexuales son m\xc3\xa1s comunes de lo que se pensaba, seg\xc3\xban la OMS - Univisi\xc3\xb3n \xe2\x80\xa6"
,,,,
Jimmyflames,2016-06-02 0:16,Lagoz,,RT @TMZ: Detroit Tigers Pitcher -- I Contracted Zika Virus ... It Sucked https://t.co/MW3lpYo4Ia
,,,,
Patrullero_14,2016-06-02 0:16,,,SALUD | Siete mujeres con Zika en Bolivia dieron a luz sin complicaciones https://t.co/95hcdsLEgv https://t.co/ElBGBtQrnw
,,,,
amberlyasignaz3,2016-06-02 0:16,"Arizona, USA",,Zika Q&amp;A: Congress struggles to reach deal on funding fight against virus https://t.co/F8e9RKyD4d
,,,,
amberlyasignaz3,2016-06-02 0:16,"Arizona, USA",,The latest on Zika and the Olympics https://t.co/YLlZ1wNuMT
,,,,
PutnamBondie,2016-06-02 0:16,"Alabama, USA",,Zika Q&amp;A: Congress struggles to reach deal on funding fight against virus https://t.co/mDK6NvsLr8
,,,,
Patrullero_14,2016-06-02 0:16,,,"Francisco ""Kid"" Rodr\xc3\xadguez releva que tuvo zika durante sus vacaciones en Venezuela https://t.co/5CjI81Pxym https://t.co/Fn9hoEwgVt #1Junio"
,,,,
rfratto,2016-06-02 0:16,Pittsburgh East End,,I can't help but think that #Rio2016 is going to be like the Hunger Games. Whichever tribute comes home without Zika wins.
,,,,
PutnamBondie,2016-06-02 0:16,"Alabama, USA",,The latest on Zika and the Olympics https://t.co/9hpnMJwvL7
,,,,
MedicalIntel,2016-06-02 0:16,"Boston, Massachusetts",,Baby with #Zika-linked microcephaly born in New Jersey | CIDRAP - https://t.co/osd6WMNGov
,,,,
santafebusiness,2016-06-02 0:16,"Santa Fe, Argentina",,Una hondure\xc3\xb1a con #zika da a luz a una ni\xc3\xb1a con microcefalia en EE.UU. https://t.co/QtDzMBHlDV
,,,,
gustavo_carita,2016-06-02 0:16,Bs As,"[-58.45132, -34.63071]",@fantinofantino #LaCartaDeChueco mientras sigue muriendo gente c\xc3\xb3mplice https://t.co/hqKLWkNrSy
,,,,
HumbertoIggy,2016-06-02 0:16,"Arizona, USA",,Zika Q&amp;A: Congress struggles to reach deal on funding fight against virus https://t.co/tNODeXYkG7
,,,,
HumbertoIggy,2016-06-02 0:16,"Arizona, USA",,The latest on Zika and the Olympics https://t.co/dXBGPOXln5
,,,,
JasunCarlo,2016-06-02 0:15,"Atlanta, GA",,Zika Q&amp;A: Congress struggles to reach deal on funding fight against virus https://t.co/BWSG7x4flf
,,,,
JasunCarlo,2016-06-02 0:15,"Atlanta, GA",,The latest on Zika and the Olympics https://t.co/mCg4YITrhv
,,,,
glimester,2016-06-02 0:15,"Chicago, IL",,RT @RealDonalDrumpf: Thank you @SpeakerRyan! Let's defund Planned Parenthood then put every fetus in America at risk! #ZIka #HouseGOP  http\xe2\x80\xa6
,,,,
ClaytonNicolini,2016-06-02 0:15,Palmas - TO / Brasil - BR,,RT @Estadao: Nasce nos EUA 1\xc2\xba beb\xc3\xaa com microcefalia associada ao zika https://t.co/KuL5oJ6czb
,,,,
JanJano134,2016-06-02 0:15,"Southern Highland County, Ohio",,RT @BayShoreIsHome: I'm now convinced Geraldo's mustache is the cause of the Zika Virus. #oreillyfactor
,,,,
julycharli,2016-06-02 0:15,"Buenos Aires, Argentina",,RT @AgenciaTelam: Omar Sued: \xe2\x80\x9cAumentaron los casos de zika en Argentina\xe2\x80\x9d https://t.co/dbgJFWNKlD https://t.co/MT6rAsR54K
,,,,
PeriMylo,2016-06-02 0:15,"Arizona, USA",,Zika Q&amp;A: Congress struggles to reach deal on funding fight against virus https://t.co/SE4miow8Ib
,,,,
PeriMylo,2016-06-02 0:15,"Arizona, USA",,The latest on Zika and the Olympics https://t.co/5zWG1rzKc8
,,,,
UlricSansone,2016-06-02 0:15,"Arizona, USA",,Zika Q&amp;A: Congress struggles to reach deal on funding fight against virus https://t.co/aRn91XodxC
,,,,
UlricSansone,2016-06-02 0:15,"Arizona, USA",,The latest on Zika and the Olympics https://t.co/UYAroAx8DS
,,,,
PriscellaMarlo,2016-06-02 0:15,"Arlington, TX",,Zika Q&amp;A: Congress struggles to reach deal on funding fight against virus https://t.co/LcZcxh1LBV
,,,,
PriscellaMarlo,2016-06-02 0:15,"Arlington, TX",,The latest on Zika and the Olympics https://t.co/DbvgZi1uh1
,,,,
JCUP_6,2016-06-02 0:15,TX,,RT @TMZ: Detroit Tigers Pitcher -- I Contracted Zika Virus ... It Sucked https://t.co/MW3lpYo4Ia
,,,,
NicholsHercule,2016-06-02 0:15,"Atlanta, GA",,Zika Q&amp;A: Congress struggles to reach deal on funding fight against virus https://t.co/QJy6T5zc7V
,,,,
NicholsHercule,2016-06-02 0:15,"Atlanta, GA",,The latest on Zika and the Olympics https://t.co/8gFgJVFE5C
,,,,
Fairydust333,2016-06-02 0:15,*810* #flinttown ,,RT @TMZ: Detroit Tigers Pitcher -- I Contracted Zika Virus ... It Sucked https://t.co/MW3lpYo4Ia
,,,,
imgutter718,2016-06-02 0:15,"brownsville, van dykes Bklyn.!",,RT @TMZ: Detroit Tigers Pitcher -- I Contracted Zika Virus ... It Sucked https://t.co/MW3lpYo4Ia
,,,,
LaRazon_Bolivia,2016-06-02 0:15,La Paz - Bolivia,,#Brasil se acerca a los 1.500 casos de microcefalia relacionados con #zika https://t.co/q8UioRION2 https://t.co/j4Hq9584Vh
,,,,
fifineasmike1,2016-06-02 0:15,"Alabama, USA",,Zika Q&amp;A: Congress struggles to reach deal on funding fight against virus https://t.co/Z0dEMv6biE
,,,,
fifineasmike1,2016-06-02 0:15,"Alabama, USA",,The latest on Zika and the Olympics https://t.co/Gz9304BF4e
,,,,
SerenaWolcott,2016-06-02 0:15,USA,,RT @Zika_News: #news: Another American Zika Birth - The Atlantic #USA https://t.co/bDmPhRiq2W https://t.co/shNdVk9lWI
,,,,
StefanKertesz,2016-06-02 0:15,"Birmingham, Alabama",,"RT @ASAMorg: ""Give us the funding we need to fight public health challenges like Zika and the #OpioidEpidemic"" - @POTUS message to Congress\xe2\x80\xa6"
,,,,
MikeKOAT,2016-06-02 0:15,"Albuquerque, New Mexico",,RT @KOATLiveUpdates: New Mexico Department of Health confirmed second case of travel-acquired Zika Virus https://t.co/VkYGkhi0xv https://t.\xe2\x80\xa6
,,,,
md_solomon,2016-06-02 0:15,,,RT @GavinPrestonMD: IMO we doctors need to be careful not to underestimate how severe the #Zika epidemic will be globally. https://t.co/ySP\xe2\x80\xa6
,,,,
JustScience_,2016-06-02 0:15,,,RT @CDCgov: Living in an area with #Zika? Watch this video &amp; learn steps to prevent the spread of #Zika. https://t.co/ESWFd4mxSZ
,,,,
MDOPrune,2016-06-02 0:15,Nottingham,,RT @Denis44: From POTUS\xe2\x80\x99s speech in Elkhart today. He\xe2\x80\x99s 100% right: we need Congress\xe2\x80\x99s help to fight Zika &amp; opioid epidemic: https://t.co/s\xe2\x80\xa6
,,,,
ShredOTruth,2016-06-02 0:15,,,"MLB Player Describes His Two-Month Battle With Zika, Warns Olympians To Take Disease Seriously https://t.co/vATAVtWOST"
,,,,
gnAugusto20127E,2016-06-02 0:15,,,RT @Mediabeast3: Doctors Chose C-Section for N.J. Baby With Zika Defects: A baby born in New Jersey with birth defects caused ... https://t\xe2\x80\xa6
,,,,
pash22,2016-06-02 0:15,United Kingdom,,"Millions in Ebola funding, a casualty of Zika virus, may not be replenished in USA  https://t.co/wP28ltOZcD via @dylanlscott"
,,,,
Halt_Zika,2016-06-02 0:15,USA and International,,Zika Virus Infection with Prolonged Maternal Viremia and Fetal Brain Abnormalities \xe2\x80\x94 NEJM https://t.co/1JbvHmQOSn
,,,,
ana_cerrino,2016-06-02 0:15,"Valencia, Venezuela",,OMS: Contagio sexual de zika es m\xc3\xa1s com\xc3\xban - Equilibrio Informativo https://t.co/ngPSnLSa6N
,,,,
Claudio_1017,2016-06-02 0:15,,,RT @ajplus: First case of a baby born with microcephaly from Zika in continental U.S.\n\nA look at the virus: https://t.co/8Cez0ELtD3
,,,,
9HealthFair,2016-06-02 0:15,"Denver, CO",,Your summer #Zika questions answered... https://t.co/ovLWBCzNHj
,,,,
enzo_1110,2016-06-02 0:15,"Gaspar,  Santa Catarina ",,@Lary_1504 tua m\xc3\xa3e tem certeza...kkkkkkkkk tua mae \xc3\xa9 zika
,,,,
STYBNK,2016-06-02 0:15,"San Antonio, TX",,#Travel Doctors Chose C-Section for N.J. Baby With Zika Defects https://t.co/DKhqTLs3Gn
,,,,
JamaicaHospital,2016-06-02 0:15,"Queens, NY",,Mosquito Bites \xe2\x80\x93 More Than Just an Itch https://t.co/Inujz8Zi4W #ZIKA #mosquito #mosquitobites #prevention #aedesaegypti
,,,,
TMZ,2016-06-02 0:15,"Los Angeles, CA",,Detroit Tigers Pitcher -- I Contracted Zika Virus ... It Sucked https://t.co/MW3lpYo4Ia
,,,,
timmieasdallas,2016-06-02 0:15,"Arizona, USA",,Zika Q&amp;A: Congress struggles to reach deal on funding fight against virus https://t.co/x9LCnrOxGk
,,,,
timmieasdallas,2016-06-02 0:15,"Arizona, USA",,The latest on Zika and the Olympics https://t.co/F3u43pahnt
,,,,
florida_forum,2016-06-02 0:15,,,"As new Zika cases reported in Florida, Gov. Scott presses feds for help - Miami Herald https://t.co/VRRqR9oSf0"
,,,,
IDinChildren,2016-06-02 0:15,"Thorofare, NJ",,First baby born in US with microcephaly delivered at @HackensackUMC https://t.co/vYAX8r2up0
,,,,
FORDHealthWonk,2016-06-02 0:15,NYC #EastVillage #UnionSq #LES,,Interim Guidance for Interpretation of Zika Virus Antibody Test Results | MMWR https://t.co/A8hvF4fcLZ via @CDCgov
,,,,
men_zika,2016-06-02 0:14,El minia Egypt,,\xd8\xa3\xd8\xb3\xd8\xaa\xd8\xba\xd9\x81\xd8\xb1 \xd8\xa7\xd9\x84\xd9\x84\xd9\x87 \xd8\xa7\xd9\x84\xd8\xb9\xd8\xb8\xd9\x8a\xd9\x85 \xd9\x88\xd8\xa3\xd8\xaa\xd9\x88\xd8\xa8 \xd8\xa5\xd9\x84\xd9\x8a\xd9\x87 https://t.co/Pu9YRJMmpM
,,,,
JamesGGlass,2016-06-02 0:14,"Redlands, CA",,"RT @cbrennansports: Int'l Olympic Committee has no plans to postpone, cancel or move troubled Rio Games. My @USATODAYsports column: https:/\xe2\x80\xa6"
,,,,
SebastianNev,2016-06-02 0:14,"Arlington, TX",,Zika Q&amp;A: Congress struggles to reach deal on funding fight against virus https://t.co/PAvOL6T5gB
,,,,
SebastianNev,2016-06-02 0:14,"Arlington, TX",,The latest on Zika and the Olympics https://t.co/nAfQlmwf9T
,,,,
VannagrammyLiz,2016-06-02 0:14,"NMB SC, USA",,"RT @Charbrevolution: Yes Zika, Ebola, Disney Measles. Fear is used to control you.  https://t.co/pDQvYdD0vx"
,,,,
minhaloukavida,2016-06-02 0:14,"S\xc3\xa3o Paulo, Brasil",,meus deus que zika do Luciano o minino fa td certo e n faz gol
,,,,
njaninewoods,2016-06-02 0:14,VA God's Country ,,RT @TPoliticmanager: Major League Baseball Player Gets Zika Virus https://t.co/EAaJRXcJBP
,,,,
PraiseIndy,2016-06-02 0:14,"Indianapolis, IN",,Second Baby Born In U.S. With Zika-Related Birth Defects https://t.co/ZVXfD34X9b
,,,,
WaitZacharias,2016-06-02 0:14,"Alabama, USA",,Zika Q&amp;A: Congress struggles to reach deal on funding fight against virus https://t.co/0sLFbDGKks
,,,,
WaitZacharias,2016-06-02 0:14,"Alabama, USA",,The latest on Zika and the Olympics https://t.co/Fi0rIPApJS
,,,,
pqpGodoy,2016-06-02 0:14,#NAME?,,"@ErikPessagno oloko, oq ce fez zika ?"
,,,,
RaianeVieira_,2016-06-02 0:14,17 anos - geminiana - SP. \xe2\x99\x8a\xef\xb8\x8f,,RT @heypah: Come\xc3\xa7ou a zika no Cartola
,,,,
Diogo_Eberhardt,2016-06-02 0:14,Alto Araguaia-MT/Cuiab\xc3\xa1-MT,,RT @CNPq_Oficial: Governo federal disponibiliza R$ 65 milh\xc3\xb5es para pesquisas sobre Zika e controle do Aedes - https://t.co/fFj3O1t3Vu https\xe2\x80\xa6
,,,,
GaylerAdamo,2016-06-02 0:14,"Atlanta, GA",,Zika Q&amp;A: Congress struggles to reach deal on funding fight against virus https://t.co/wJHa4tAJ6Q
,,,,
GaylerAdamo,2016-06-02 0:14,"Atlanta, GA",,The latest on Zika and the Olympics https://t.co/ltWAY7nhvc
,,,,
docinvesivss,2016-06-02 0:14,Edif Sede IVSS piso 7,,RT @diromaale: Para crear conciencia en la Poblaci\xc3\xb3n sobre la prevenci\xc3\xb3n del #Zika el @IVSS_NAIGUATA dicta charlas informativas https://t.c\xe2\x80\xa6
,,,,
FrancoFillipan,2016-06-02 0:14,,,Sign the petition: Tell @SpeakerRyan to stop playing politics with #Zika https://t.co/1y7YPvLmHn via @CREDOMobile #p2
,,,,
missouriwolfman,2016-06-02 0:14, MO,,RT @zikavirusmap: @missouriwolfman @LuisMGuerra1 @RealSportsHBO we have a paypal donate button on our website to help track zika virus http\xe2\x80\xa6
,,,,
LineaasesraRey,2016-06-02 0:14,"Alabama, USA",,Zika Q&amp;A: Congress struggles to reach deal on funding fight against virus https://t.co/DCyLgqKegG
,,,,
LineaasesraRey,2016-06-02 0:14,"Alabama, USA",,The latest on Zika and the Olympics https://t.co/NHV0xUz0e1
,,,,
xyliaaschucho,2016-06-02 0:14,"Alabama, USA",,Zika Q&amp;A: Congress struggles to reach deal on funding fight against virus https://t.co/9A1aGTXhc5
,,,,
NobieGermayne,2016-06-02 0:14,"Austin, TX",,Zika Q&amp;A: Congress struggles to reach deal on funding fight against virus https://t.co/RO57dKEIcH
,,,,
xyliaaschucho,2016-06-02 0:14,"Alabama, USA",,The latest on Zika and the Olympics https://t.co/M90R6km6CW
,,,,
NobieGermayne,2016-06-02 0:14,"Austin, TX",,The latest on Zika and the Olympics https://t.co/TXnYKrmvFc
,,,,
mivitoria_,2016-06-02 0:14,Lucas \xe2\x99\xa5,,"no eu fico bolada com os trem q o Gusta posta/passa na vida dele,pelo amor,t\xc3\xa1 precisando ir numa igreja p afastar essa zika,esse olho gordo"
,,,,
marievonastra,2016-06-02 0:14,JUSTI UT SIDERA FULGENT,,RT @US_Intel: @KatiePavlich and Emails and Judges and Bathrooms and Religion and Terrorists and Israel and Congress and Zika and.....
,,,,
ifotinos,2016-06-02 0:14,"Santiago, Chile",,RT @thinkprogress: 2 million U.S. pregnant women could be at risk of Zika. Congress is twiddling its thumbs. https://t.co/iZH3n1egc5 https:\xe2\x80\xa6
,,,,
Patrullero_14,2016-06-02 0:14,,,Francisco Rodr\xc3\xadguez dice que tuvo zika en Venezuela https://t.co/q4wIdXoy9K
,,,,
HeySini,2016-06-02 0:14,,,Hoje sai a zika do Luciano
,,,,
AlexaDay_DVM,2016-06-02 0:14,"Baltimore, MD",,"RT @ASAMorg: ""Give us the funding we need to fight public health challenges like Zika and the #OpioidEpidemic"" - @POTUS message to Congress\xe2\x80\xa6"
,,,,
ZBC21093,2016-06-02 0:14,"B'more, USA",,RT @bannerite: #Inner How ironic that Paul Ryan and GOP call POTUS call for funding to fight zika? Recall their big fuss over Ebola virus?
,,,,
tudonumclick,2016-06-02 0:14,Num site perto de si!,,Oito semanas de sexo seguro ap\xc3\xb3s regresso de pa\xc3\xadses com Zika https://t.co/77Y6pIOs5C
,,,,
cparra2,2016-06-02 0:14,,,RT @AloCiudadano: Al menos ocho semanas de sexo seguro o abstinencia para evitar el Zika https://t.co/JZEZke4C08 #Venezuela
,,,,
JATetro,2016-06-02 0:13,Canada,,@thelonevirologi @neil_bodie I would almost bet money I don't have on reduced IFN-alpha levels. Almost. #Zika #Microcephaly
,,,,
JEREMIAS_DORGAS,2016-06-02 0:13,,,zika em
,,,,
CSFuqua,2016-06-02 0:13,New Mexico,,While Republican senate and congress fiddle: Florida Republican governor presses Obama for help with Zika https://t.co/YGpfcHWsVM
,,,,
Vi_Baiak,2016-06-02 0:13,"Paranagu\xc3\xa1, Paran\xc3\xa1",,Luciano ta numa zika que meu caralho eim
,,,,
rattlytocho,2016-06-02 0:13,Secretar\xc3\xada de Educaci\xc3\xb3n Jal,,"Para evitar el Zika, Dengue y Chikungunya limpia tu patio y no dejes que se estanque el agua #TodosSomosBrigadistas  V\xc3\xada SecEducacionJal"
,,,,
ConnorT39755535,2016-06-02 0:13,Washington,,RT @joeyyeo13: OBAMA PULLING OUT ALL STOPS WITH HIS #ZIKA VIRUS SCAM !   https://t.co/iWagXoNwQe via @YouTube https://t.co/PVk8ND7DA3
,,,,
BIOCIENCIA2013,2016-06-02 0:13,Cuman\xc3\xa1,,Baby with Zika-linked microcephaly born in New Jersey https://t.co/0qXrhlAh6y
,,,,
